Instance_number,'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
767,5880,220,19864,1949,0.91065,0.963934,0.228403,0.963934,0.771597,0.3693,0.922294,1.045148,0.021167
768,5879,221,19864,1949,0.91065,0.96377,0.228373,0.96377,0.771627,0.369249,0.922258,1.045011,0.021176
769,5879,221,19863,1950,0.910604,0.96377,0.228382,0.96377,0.771618,0.369261,0.922223,1.045052,0.021182
770,5879,221,19862,1951,0.910558,0.96377,0.228391,0.96377,0.771609,0.369272,0.922187,1.045092,0.021244
771,5879,221,19861,1952,0.910512,0.96377,0.228399,0.96377,0.771601,0.369284,0.922151,1.045133,0.02125
772,5878,222,19860,1953,0.910466,0.963607,0.228378,0.963607,0.771622,0.369244,0.922079,1.045037,0.021273
773,5878,222,19859,1954,0.91042,0.963607,0.228387,0.963607,0.771613,0.369256,0.922043,1.045077,0.021277
774,5878,222,19858,1955,0.910375,0.963607,0.228396,0.963607,0.771604,0.369267,0.922008,1.045118,0.021297
775,5878,222,19855,1958,0.910237,0.963607,0.228423,0.963607,0.771577,0.369302,0.9219,1.04524,0.021429
776,5878,222,19854,1959,0.910191,0.963607,0.228432,0.963607,0.771568,0.369314,0.921864,1.04528,0.021444
777,5877,223,19854,1959,0.910191,0.963443,0.228402,0.963443,0.771598,0.369263,0.921829,1.045143,0.021465
778,5877,223,19853,1960,0.910145,0.963443,0.22841,0.963443,0.77159,0.369274,0.921793,1.045184,0.021485
779,5876,224,19853,1960,0.910145,0.963279,0.22838,0.963279,0.77162,0.369223,0.921757,1.045046,0.021524
780,5876,224,19852,1961,0.910099,0.963279,0.228389,0.963279,0.771611,0.369235,0.921721,1.045087,0.021533
781,5874,226,19852,1961,0.910099,0.962951,0.228329,0.962951,0.771671,0.369132,0.921649,1.044812,0.02158
782,5874,226,19848,1965,0.909916,0.962951,0.228365,0.962951,0.771635,0.369179,0.921506,1.044975,0.021647
783,5874,226,19847,1966,0.90987,0.962951,0.228374,0.962951,0.771626,0.36919,0.92147,1.045016,0.021667
784,5874,226,19846,1967,0.909824,0.962951,0.228383,0.962951,0.771617,0.369202,0.921434,1.045056,0.021667
785,5874,226,19845,1968,0.909779,0.962951,0.228391,0.962951,0.771609,0.369213,0.921399,1.045097,0.021667
786,5874,226,19844,1969,0.909733,0.962951,0.2284,0.962951,0.7716,0.369225,0.921363,1.045138,0.021732
787,5874,226,19843,1970,0.909687,0.962951,0.228409,0.962951,0.771591,0.369237,0.921327,1.045178,0.021762
788,5874,226,19841,1972,0.909595,0.962951,0.228427,0.962951,0.771573,0.36926,0.921255,1.045259,0.021786
789,5874,226,19840,1973,0.909549,0.962951,0.228436,0.962951,0.771564,0.369271,0.92122,1.0453,0.021818
790,5874,226,19839,1974,0.909504,0.962951,0.228445,0.962951,0.771555,0.369283,0.921184,1.045341,0.021833
791,5874,226,19838,1975,0.909458,0.962951,0.228454,0.962951,0.771546,0.369295,0.921148,1.045381,0.021898
792,5874,226,19833,1980,0.909228,0.962951,0.228498,0.962951,0.771502,0.369353,0.920969,1.045585,0.021945
793,5874,226,19832,1981,0.909183,0.962951,0.228507,0.962951,0.771493,0.369364,0.920933,1.045625,0.021985
794,5874,226,19830,1983,0.909091,0.962951,0.228525,0.962951,0.771475,0.369387,0.920861,1.045707,0.022
795,5874,226,19829,1984,0.909045,0.962951,0.228534,0.962951,0.771466,0.369399,0.920825,1.045747,0.022
796,5873,227,19829,1984,0.909045,0.962787,0.228504,0.962787,0.771496,0.369348,0.92079,1.04561,0.022024
797,5873,227,19828,1985,0.908999,0.962787,0.228513,0.962787,0.771487,0.369359,0.920754,1.045651,0.022027
798,5873,227,19827,1986,0.908953,0.962787,0.228521,0.962787,0.771479,0.369371,0.920718,1.045691,0.022035
799,5873,227,19826,1987,0.908908,0.962787,0.22853,0.962787,0.77147,0.369383,0.920682,1.045732,0.022074
800,5873,227,19825,1988,0.908862,0.962787,0.228539,0.962787,0.771461,0.369394,0.920646,1.045773,0.022131
801,5873,227,19824,1989,0.908816,0.962787,0.228548,0.962787,0.771452,0.369406,0.92061,1.045814,0.022167
802,5873,227,19823,1990,0.90877,0.962787,0.228557,0.962787,0.771443,0.369418,0.920575,1.045854,0.022199
803,5873,227,19822,1991,0.908724,0.962787,0.228566,0.962787,0.771434,0.369429,0.920539,1.045895,0.022211
804,5873,227,19821,1992,0.908678,0.962787,0.228575,0.962787,0.771425,0.369441,0.920503,1.045936,0.022242
805,5873,227,19819,1994,0.908587,0.962787,0.228593,0.962787,0.771407,0.369464,0.920431,1.046017,0.02225
806,5873,227,19818,1995,0.908541,0.962787,0.228601,0.962787,0.771399,0.369476,0.920396,1.046058,0.022325
807,5873,227,19817,1996,0.908495,0.962787,0.22861,0.962787,0.77139,0.369487,0.92036,1.046098,0.022333
808,5873,227,19816,1997,0.908449,0.962787,0.228619,0.962787,0.771381,0.369499,0.920324,1.046139,0.022338
809,5873,227,19815,1998,0.908403,0.962787,0.228628,0.962787,0.771372,0.369511,0.920288,1.04618,0.022375
810,5873,227,19814,1999,0.908357,0.962787,0.228637,0.962787,0.771363,0.369522,0.920252,1.046221,0.022383
811,5873,227,19813,2000,0.908312,0.962787,0.228646,0.962787,0.771354,0.369534,0.920216,1.046261,0.0225
812,5873,227,19812,2001,0.908266,0.962787,0.228655,0.962787,0.771345,0.369545,0.920181,1.046302,0.0225
813,5873,227,19810,2003,0.908174,0.962787,0.228673,0.962787,0.771327,0.369569,0.920109,1.046384,0.0225
814,5873,227,19809,2004,0.908128,0.962787,0.228682,0.962787,0.771318,0.36958,0.920073,1.046424,0.022515
815,5872,228,19809,2004,0.908128,0.962623,0.228652,0.962623,0.771348,0.369529,0.920037,1.046287,0.022516
816,5872,228,19802,2011,0.907807,0.962623,0.228714,0.962623,0.771286,0.36961,0.919786,1.046572,0.022599
817,5872,228,19801,2012,0.907761,0.962623,0.228723,0.962623,0.771277,0.369622,0.919751,1.046613,0.02265
818,5872,228,19800,2013,0.907716,0.962623,0.228732,0.962623,0.771268,0.369634,0.919715,1.046654,0.022653
819,5871,229,19800,2013,0.907716,0.962459,0.228702,0.962459,0.771298,0.369582,0.919679,1.046516,0.022679
820,5871,229,19799,2014,0.90767,0.962459,0.228711,0.962459,0.771289,0.369594,0.919643,1.046557,0.022713
821,5871,229,19798,2015,0.907624,0.962459,0.228719,0.962459,0.771281,0.369606,0.919607,1.046598,0.022714
822,5871,229,19797,2016,0.907578,0.962459,0.228728,0.962459,0.771272,0.369617,0.919572,1.046639,0.022753
823,5870,230,19797,2016,0.907578,0.962295,0.228698,0.962295,0.771302,0.369566,0.919536,1.046501,0.0228
824,5870,230,19796,2017,0.907532,0.962295,0.228707,0.962295,0.771293,0.369578,0.9195,1.046542,0.022811
825,5870,230,19795,2018,0.907486,0.962295,0.228716,0.962295,0.771284,0.369589,0.919464,1.046583,0.023
826,5870,230,19794,2019,0.907441,0.962295,0.228725,0.962295,0.771275,0.369601,0.919428,1.046623,0.023048
827,5870,230,19793,2020,0.907395,0.962295,0.228734,0.962295,0.771266,0.369612,0.919392,1.046664,0.02309
828,5870,230,19792,2021,0.907349,0.962295,0.228743,0.962295,0.771257,0.369624,0.919357,1.046705,0.023136
829,5869,231,19791,2022,0.907303,0.962131,0.228722,0.962131,0.771278,0.369584,0.919285,1.046608,0.02314
830,5869,231,19790,2023,0.907257,0.962131,0.228731,0.962131,0.771269,0.369596,0.919249,1.046649,0.023238
831,5869,231,19789,2024,0.907211,0.962131,0.22874,0.962131,0.77126,0.369608,0.919213,1.04669,0.023287
832,5868,232,19789,2024,0.907211,0.961967,0.22871,0.961967,0.77129,0.369556,0.919177,1.046552,0.02329
833,5868,232,19788,2025,0.907165,0.961967,0.228718,0.961967,0.771282,0.369568,0.919142,1.046593,0.023333
834,5868,232,19786,2027,0.907074,0.961967,0.228736,0.961967,0.771264,0.369591,0.91907,1.046675,0.023333
835,5868,232,19785,2028,0.907028,0.961967,0.228745,0.961967,0.771255,0.369603,0.919034,1.046715,0.023349
836,5868,232,19784,2029,0.906982,0.961967,0.228754,0.961967,0.771246,0.369615,0.918998,1.046756,0.023409
837,5867,233,19784,2029,0.906982,0.961803,0.228724,0.961803,0.771276,0.369563,0.918962,1.046619,0.023466
838,5867,233,19783,2030,0.906936,0.961803,0.228733,0.961803,0.771267,0.369575,0.918927,1.046659,0.023489
839,5867,233,19782,2031,0.90689,0.961803,0.228742,0.961803,0.771258,0.369586,0.918891,1.0467,0.023545
840,5866,234,19782,2031,0.90689,0.961639,0.228712,0.961639,0.771288,0.369535,0.918855,1.046563,0.023571
841,5866,234,19781,2032,0.906845,0.961639,0.228721,0.961639,0.771279,0.369547,0.918819,1.046603,0.023587
842,5866,234,19780,2033,0.906799,0.961639,0.22873,0.961639,0.77127,0.369558,0.918783,1.046644,0.023636
843,5866,234,19779,2034,0.906753,0.961639,0.228739,0.961639,0.771261,0.36957,0.918748,1.046685,0.023661
844,5865,235,19779,2034,0.906753,0.961475,0.228708,0.961475,0.771292,0.369519,0.918712,1.046547,0.023667
845,5865,235,19778,2035,0.906707,0.961475,0.228717,0.961475,0.771283,0.36953,0.918676,1.046588,0.023673
846,5865,235,19777,2036,0.906661,0.961475,0.228726,0.961475,0.771274,0.369542,0.91864,1.046629,0.02375
847,5865,235,19776,2037,0.906615,0.961475,0.228735,0.961475,0.771265,0.369554,0.918604,1.04667,0.023762
848,5865,235,19775,2038,0.906569,0.961475,0.228744,0.961475,0.771256,0.369565,0.918568,1.046711,0.023857
849,5865,235,19773,2040,0.906478,0.961475,0.228762,0.961475,0.771238,0.369589,0.918497,1.046792,0.023923
850,5865,235,19772,2041,0.906432,0.961475,0.228771,0.961475,0.771229,0.3696,0.918461,1.046833,0.024
851,5864,236,19768,2045,0.906249,0.961311,0.228777,0.961311,0.771223,0.369595,0.918282,1.046859,0.024004
852,5864,236,19767,2046,0.906203,0.961311,0.228785,0.961311,0.771215,0.369607,0.918246,1.0469,0.024074
853,5864,236,19766,2047,0.906157,0.961311,0.228794,0.961311,0.771206,0.369619,0.91821,1.046941,0.024095
854,5864,236,19765,2048,0.906111,0.961311,0.228803,0.961311,0.771197,0.36963,0.918174,1.046981,0.024115
855,5864,236,19761,2052,0.905928,0.961311,0.228839,0.961311,0.771161,0.369677,0.918031,1.047145,0.02415
856,5864,236,19760,2053,0.905882,0.961311,0.228848,0.961311,0.771152,0.369689,0.917995,1.047186,0.024158
857,5864,236,19759,2054,0.905836,0.961311,0.228857,0.961311,0.771143,0.3697,0.917959,1.047227,0.024167
858,5864,236,19758,2055,0.90579,0.961311,0.228866,0.961311,0.771134,0.369712,0.917924,1.047267,0.024357
859,5864,236,19757,2056,0.905744,0.961311,0.228875,0.961311,0.771125,0.369724,0.917888,1.047308,0.02449
860,5864,236,19756,2057,0.905698,0.961311,0.228884,0.961311,0.771116,0.369735,0.917852,1.047349,0.024524
861,5864,236,19755,2058,0.905653,0.961311,0.228893,0.961311,0.771107,0.369747,0.917816,1.04739,0.024545
862,5864,236,19754,2059,0.905607,0.961311,0.228902,0.961311,0.771098,0.369758,0.91778,1.047431,0.024581
863,5864,236,19753,2060,0.905561,0.961311,0.22891,0.961311,0.77109,0.36977,0.917744,1.047472,0.024601
864,5864,236,19752,2061,0.905515,0.961311,0.228919,0.961311,0.771081,0.369782,0.917709,1.047513,0.024652
865,5864,236,19748,2065,0.905332,0.961311,0.228955,0.961311,0.771045,0.369828,0.917565,1.047676,0.024694
866,5864,236,19747,2066,0.905286,0.961311,0.228964,0.961311,0.771036,0.36984,0.917529,1.047717,0.024701
867,5864,236,19746,2067,0.90524,0.961311,0.228973,0.961311,0.771027,0.369852,0.917494,1.047758,0.024706
868,5864,236,19745,2068,0.905194,0.961311,0.228982,0.961311,0.771018,0.369863,0.917458,1.047799,0.024711
869,5863,237,19745,2068,0.905194,0.961148,0.228952,0.961148,0.771048,0.369812,0.917422,1.047661,0.024801
870,5862,238,19745,2068,0.905194,0.960984,0.228922,0.960984,0.771078,0.369761,0.917386,1.047524,0.024925
871,5862,238,19744,2069,0.905148,0.960984,0.228931,0.960984,0.771069,0.369772,0.91735,1.047564,0.025
872,5862,238,19743,2070,0.905102,0.960984,0.22894,0.960984,0.77106,0.369784,0.917315,1.047605,0.025
873,5859,241,19736,2077,0.904782,0.960492,0.228912,0.960492,0.771088,0.369711,0.916956,1.047478,0.025079
874,5859,241,19735,2078,0.904736,0.960492,0.228921,0.960492,0.771079,0.369723,0.91692,1.047519,0.025095
875,5859,241,19734,2079,0.90469,0.960492,0.22893,0.960492,0.77107,0.369735,0.916885,1.04756,0.025098
876,5859,241,19733,2080,0.904644,0.960492,0.228939,0.960492,0.771061,0.369746,0.916849,1.047601,0.025167
877,5859,241,19732,2081,0.904598,0.960492,0.228948,0.960492,0.771052,0.369758,0.916813,1.047642,0.025238
878,5859,241,19731,2082,0.904552,0.960492,0.228957,0.960492,0.771043,0.36977,0.916777,1.047683,0.025288
879,5858,242,19731,2082,0.904552,0.960328,0.228926,0.960328,0.771074,0.369718,0.916741,1.047545,0.025344
880,5857,243,19731,2082,0.904552,0.960164,0.228896,0.960164,0.771104,0.369667,0.916705,1.047407,0.025433
881,5857,243,19730,2083,0.904506,0.960164,0.228905,0.960164,0.771095,0.369678,0.91667,1.047448,0.025508
882,5856,244,19730,2083,0.904506,0.96,0.228875,0.96,0.771125,0.369627,0.916634,1.04731,0.025556
883,5856,244,19729,2084,0.904461,0.96,0.228884,0.96,0.771116,0.369639,0.916598,1.047351,0.025583
884,5856,244,19728,2085,0.904415,0.96,0.228893,0.96,0.771107,0.36965,0.916562,1.047392,0.025595
885,5856,244,19727,2086,0.904369,0.96,0.228902,0.96,0.771098,0.369662,0.916526,1.047433,0.025711
886,5856,244,19726,2087,0.904323,0.96,0.228911,0.96,0.771089,0.369674,0.916491,1.047474,0.02575
887,5856,244,19725,2088,0.904277,0.96,0.22892,0.96,0.77108,0.369685,0.916455,1.047515,0.025789
888,5855,245,19725,2088,0.904277,0.959836,0.22889,0.959836,0.77111,0.369634,0.916419,1.047377,0.025833
889,5855,245,19723,2090,0.904186,0.959836,0.228908,0.959836,0.771092,0.369657,0.916347,1.047459,0.025833
890,5855,245,19722,2091,0.90414,0.959836,0.228917,0.959836,0.771083,0.369669,0.916311,1.0475,0.02597
891,5855,245,19721,2092,0.904094,0.959836,0.228926,0.959836,0.771074,0.369681,0.916276,1.047541,0.026
892,5855,245,19720,2093,0.904048,0.959836,0.228935,0.959836,0.771065,0.369692,0.91624,1.047582,0.026
893,5854,246,19720,2093,0.904048,0.959672,0.228904,0.959672,0.771096,0.369641,0.916204,1.047444,0.026035
894,5854,246,19719,2094,0.904002,0.959672,0.228913,0.959672,0.771087,0.369652,0.916168,1.047485,0.026068
895,5854,246,19718,2095,0.903956,0.959672,0.228922,0.959672,0.771078,0.369664,0.916132,1.047526,0.026113
896,5854,246,19717,2096,0.903911,0.959672,0.228931,0.959672,0.771069,0.369676,0.916096,1.047567,0.026267
897,5854,246,19716,2097,0.903865,0.959672,0.22894,0.959672,0.77106,0.369687,0.916061,1.047608,0.026333
898,5854,246,19715,2098,0.903819,0.959672,0.228949,0.959672,0.771051,0.369699,0.916025,1.047649,0.026333
899,5853,247,19714,2099,0.903773,0.959508,0.228928,0.959508,0.771072,0.369659,0.915953,1.047552,0.026447
900,5853,247,19713,2100,0.903727,0.959508,0.228937,0.959508,0.771063,0.369671,0.915917,1.047593,0.026488
901,5853,247,19712,2101,0.903681,0.959508,0.228946,0.959508,0.771054,0.369683,0.915881,1.047634,0.02655
902,5853,247,19711,2102,0.903635,0.959508,0.228955,0.959508,0.771045,0.369694,0.915846,1.047675,0.026667
903,5853,247,19710,2103,0.90359,0.959508,0.228964,0.959508,0.771036,0.369706,0.91581,1.047716,0.026667
904,5853,247,19709,2104,0.903544,0.959508,0.228973,0.959508,0.771027,0.369718,0.915774,1.047757,0.026681
905,5853,247,19708,2105,0.903498,0.959508,0.228982,0.959508,0.771018,0.369729,0.915738,1.047798,0.02674
906,5853,247,19707,2106,0.903452,0.959508,0.228991,0.959508,0.771009,0.369741,0.915702,1.047839,0.026792
907,5853,247,19706,2107,0.903406,0.959508,0.229,0.959508,0.771,0.369753,0.915667,1.04788,0.026845
908,5852,248,19705,2108,0.90336,0.959344,0.228978,0.959344,0.771022,0.369713,0.915595,1.047782,0.026851
909,5852,248,19704,2109,0.903315,0.959344,0.228987,0.959344,0.771013,0.369725,0.915559,1.047823,0.026863
910,5852,248,19703,2110,0.903269,0.959344,0.228996,0.959344,0.771004,0.369736,0.915523,1.047864,0.026991
911,5851,249,19703,2110,0.903269,0.95918,0.228966,0.95918,0.771034,0.369685,0.915487,1.047726,0.027062
912,5851,249,19702,2111,0.903223,0.95918,0.228975,0.95918,0.771025,0.369696,0.915452,1.047767,0.027063
913,5851,249,19701,2112,0.903177,0.95918,0.228984,0.95918,0.771016,0.369708,0.915416,1.047808,0.02708
914,5851,249,19700,2113,0.903131,0.95918,0.228993,0.95918,0.771007,0.36972,0.91538,1.047849,0.027107
915,5851,249,19699,2114,0.903085,0.95918,0.229002,0.95918,0.770998,0.369731,0.915344,1.04789,0.027158
916,5851,249,19698,2115,0.903039,0.95918,0.229011,0.95918,0.770989,0.369743,0.915308,1.047931,0.027188
917,5851,249,19697,2116,0.902994,0.95918,0.22902,0.95918,0.77098,0.369755,0.915272,1.047972,0.027264
918,5851,249,19696,2117,0.902948,0.95918,0.229029,0.95918,0.770971,0.369766,0.915237,1.048013,0.027333
919,5851,249,19695,2118,0.902902,0.95918,0.229038,0.95918,0.770962,0.369778,0.915201,1.048055,0.027347
920,5851,249,19694,2119,0.902856,0.95918,0.229047,0.95918,0.770953,0.36979,0.915165,1.048096,0.027387
921,5851,249,19693,2120,0.90281,0.95918,0.229056,0.95918,0.770944,0.369802,0.915129,1.048137,0.02741
922,5851,249,19691,2122,0.902719,0.95918,0.229074,0.95918,0.770926,0.369825,0.915058,1.048219,0.0275
923,5851,249,19690,2123,0.902673,0.95918,0.229083,0.95918,0.770917,0.369837,0.915022,1.04826,0.027579
924,5851,249,19689,2124,0.902627,0.95918,0.229092,0.95918,0.770908,0.369848,0.914986,1.048301,0.027652
925,5850,250,19689,2124,0.902627,0.959016,0.229061,0.959016,0.770939,0.369797,0.91495,1.048163,0.027696
926,5850,250,19688,2125,0.902581,0.959016,0.22907,0.959016,0.77093,0.369808,0.914914,1.048204,0.027739
927,5850,250,19686,2127,0.902489,0.959016,0.229088,0.959016,0.770912,0.369832,0.914843,1.048286,0.027776
928,5850,250,19685,2128,0.902443,0.959016,0.229097,0.959016,0.770903,0.369844,0.914807,1.048327,0.027844
929,5850,250,19684,2129,0.902398,0.959016,0.229106,0.959016,0.770894,0.369855,0.914771,1.048368,0.027948
930,5850,250,19683,2130,0.902352,0.959016,0.229115,0.959016,0.770885,0.369867,0.914735,1.048409,0.027972
931,5850,250,19682,2131,0.902306,0.959016,0.229124,0.959016,0.770876,0.369879,0.914699,1.04845,0.027995
932,5850,250,19681,2132,0.90226,0.959016,0.229133,0.959016,0.770867,0.36989,0.914663,1.048491,0.028
933,5850,250,19680,2133,0.902214,0.959016,0.229142,0.959016,0.770858,0.369902,0.914628,1.048532,0.028021
934,5850,250,19679,2134,0.902168,0.959016,0.229151,0.959016,0.770849,0.369914,0.914592,1.048573,0.028081
935,5850,250,19678,2135,0.902123,0.959016,0.22916,0.959016,0.77084,0.369925,0.914556,1.048614,0.028113
936,5850,250,19677,2136,0.902077,0.959016,0.229169,0.959016,0.770831,0.369937,0.91452,1.048655,0.028167
937,5850,250,19676,2137,0.902031,0.959016,0.229178,0.959016,0.770822,0.369949,0.914484,1.048696,0.028241
938,5850,250,19675,2138,0.901985,0.959016,0.229187,0.959016,0.770813,0.36996,0.914448,1.048737,0.02825
939,5849,251,19675,2138,0.901985,0.958852,0.229157,0.958852,0.770843,0.369909,0.914413,1.048599,0.028298
940,5848,252,19675,2138,0.901985,0.958689,0.229127,0.958689,0.770873,0.369857,0.914377,1.048461,0.028333
941,5848,252,19674,2139,0.901939,0.958689,0.229136,0.958689,0.770864,0.369869,0.914341,1.048502,0.028333
942,5848,252,19672,2141,0.901848,0.958689,0.229154,0.958689,0.770846,0.369892,0.914269,1.048584,0.028378
943,5848,252,19671,2142,0.901802,0.958689,0.229163,0.958689,0.770837,0.369904,0.914234,1.048625,0.028409
944,5848,252,19670,2143,0.901756,0.958689,0.229172,0.958689,0.770828,0.369916,0.914198,1.048667,0.028492
945,5848,252,19669,2144,0.90171,0.958689,0.229181,0.958689,0.770819,0.369928,0.914162,1.048708,0.028636
946,5848,252,19668,2145,0.901664,0.958689,0.22919,0.958689,0.77081,0.369939,0.914126,1.048749,0.028651
947,5848,252,19667,2146,0.901618,0.958689,0.229199,0.958689,0.770801,0.369951,0.91409,1.04879,0.028667
948,5848,252,19666,2147,0.901572,0.958689,0.229207,0.958689,0.770793,0.369963,0.914054,1.048831,0.028786
949,5848,252,19665,2148,0.901527,0.958689,0.229216,0.958689,0.770784,0.369974,0.914019,1.048872,0.028917
950,5848,252,19664,2149,0.901481,0.958689,0.229225,0.958689,0.770775,0.369986,0.913983,1.048913,0.028935
951,5848,252,19663,2150,0.901435,0.958689,0.229234,0.958689,0.770766,0.369998,0.913947,1.048954,0.029
952,5847,253,19663,2150,0.901435,0.958525,0.229204,0.958525,0.770796,0.369946,0.913911,1.048816,0.029006
953,5847,253,19662,2151,0.901389,0.958525,0.229213,0.958525,0.770787,0.369958,0.913875,1.048857,0.029087
954,5847,253,19661,2152,0.901343,0.958525,0.229222,0.958525,0.770778,0.36997,0.913839,1.048898,0.029107
955,5847,253,19660,2153,0.901297,0.958525,0.229231,0.958525,0.770769,0.369981,0.913804,1.048939,0.029206
956,5847,253,19659,2154,0.901252,0.958525,0.22924,0.958525,0.77076,0.369993,0.913768,1.048981,0.029264
957,5847,253,19658,2155,0.901206,0.958525,0.229249,0.958525,0.770751,0.370005,0.913732,1.049022,0.029382
958,5847,253,19657,2156,0.90116,0.958525,0.229258,0.958525,0.770742,0.370016,0.913696,1.049063,0.029455
959,5847,253,19656,2157,0.901114,0.958525,0.229267,0.958525,0.770733,0.370028,0.91366,1.049104,0.029485
960,5847,253,19655,2158,0.901068,0.958525,0.229276,0.958525,0.770724,0.37004,0.913624,1.049145,0.029486
